IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160194115,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,03/06/2016 12:00:00 AM,09:14,INGLESIDE,NONE,600 Block of SUNNYDALE AV,-122.408218039375,37.7096677236119,"(37.7096677236119, -122.408218039375)",16019411506302
160194256,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,03/06/2016 12:00:00 AM,17:03,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",16019425606363
160195436,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,02/06/2016 12:00:00 AM,05:00,BAYVIEW,"ARREST, BOOKED",100 Block of CHANNEL ST,-122.390753273663,37.7743792347808,"(37.7743792347808, -122.390753273663)",16019543605013
160195436,NON-CRIMINAL,CASE CLOSURE,Saturday,02/06/2016 12:00:00 AM,05:00,BAYVIEW,"ARREST, BOOKED",100 Block of CHANNEL ST,-122.390753273663,37.7743792347808,"(37.7743792347808, -122.390753273663)",16019543675030
160195464,ASSAULT,BATTERY,Saturday,03/05/2016 12:00:00 AM,11:30,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389,"(37.7840888680389, -122.401560967513)",16019546404134
160195486,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,03/02/2016 12:00:00 AM,14:39,PARK,NONE,100 Block of BEULAH ST,-122.452352944121,37.7674646061843,"(37.7674646061843, -122.452352944121)",16019548606301
160195486,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Wednesday,03/02/2016 12:00:00 AM,14:39,PARK,NONE,100 Block of BEULAH ST,-122.452352944121,37.7674646061843,"(37.7674646061843, -122.452352944121)",16019548609016
160195555,ASSAULT,BATTERY,Monday,03/07/2016 12:00:00 AM,09:04,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.413583483648,37.7770436202636,"(37.7770436202636, -122.413583483648)",16019555504134
160195577,ASSAULT,BATTERY,Monday,03/07/2016 12:00:00 AM,08:30,PARK,NONE,WALLER ST / DIVISADERO ST,-122.436851371158,37.7703425963634,"(37.7703425963634, -122.436851371158)",16019557704134
160195599,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Monday,03/07/2016 12:00:00 AM,09:37,CENTRAL,NONE,600 Block of KEARNY ST,-122.404593754303,37.7938023834638,"(37.7938023834638, -122.404593754303)",16019559964002
160195602,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,03/07/2016 12:00:00 AM,09:00,SOUTHERN,NONE,0 Block of 4TH ST,-122.404956956375,37.7851178563953,"(37.7851178563953, -122.404956956375)",16019560206312
160195624,VEHICLE THEFT,STOLEN TRUCK,Monday,03/07/2016 12:00:00 AM,02:00,BAYVIEW,NONE,0 Block of WATERVILLE ST,-122.402917515018,37.7361371560247,"(37.7361371560247, -122.402917515018)",16019562407025
160195646,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Friday,03/04/2016 12:00:00 AM,18:05,TENDERLOIN,NONE,8TH ST / MARKET ST,-122.414743835382,37.778719262789,"(37.778719262789, -122.414743835382)",16019564606131
160195652,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,04/07/2016 12:00:00 AM,17:10,TARAVAL,NONE,200 Block of CARDENAS AV,-122.475974135096,37.7191383611983,"(37.7191383611983, -122.475974135096)",16019565275025
160195668,"SEX OFFENSES, FORCIBLE","CHILD ABUSE, PORNOGRAPHY",Monday,03/07/2016 12:00:00 AM,10:07,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16019566815017
160195668,NON-CRIMINAL,CASE CLOSURE,Monday,03/07/2016 12:00:00 AM,10:07,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16019566875030
160195840,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,03/07/2016 12:00:00 AM,09:30,SOUTHERN,NONE,200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",16019584006112
160195840,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,03/07/2016 12:00:00 AM,09:30,SOUTHERN,NONE,200 Block of MARKET ST,-122.397034190089,37.7928236509312,"(37.7928236509312, -122.397034190089)",16019584009250
160195878,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/06/2016 12:00:00 AM,23:00,BAYVIEW,NONE,2500 Block of 3RD ST,-122.387997660792,37.7566678126978,"(37.7566678126978, -122.387997660792)",16019587807025
160195890,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,03/07/2016 12:00:00 AM,10:38,PARK,NONE,GEARY BL / LYON ST,-122.444441286363,37.7826777179027,"(37.7826777179027, -122.444441286363)",16019589006244
160195903,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,03/07/2016 12:00:00 AM,10:49,NORTHERN,"ARREST, BOOKED",FILLMORE ST / CALIFORNIA ST,-122.433843066298,37.7889062433785,"(37.7889062433785, -122.433843066298)",16019590365010
160195919,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,03/07/2016 12:00:00 AM,09:56,CENTRAL,NONE,300 Block of GRANT AV,-122.405618748152,37.7903200915161,"(37.7903200915161, -122.405618748152)",16019591964020
160195925,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,03/07/2016 12:00:00 AM,08:54,CENTRAL,NONE,BROADWAY ST / SANSOME ST,-122.402232454222,37.7984302773598,"(37.7984302773598, -122.402232454222)",16019592565015
160195931,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,02/26/2016 12:00:00 AM,00:01,BAYVIEW,NONE,5600 Block of 3RD ST,-122.393870253511,37.7266401259472,"(37.7266401259472, -122.393870253511)",16019593109029
160196036,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,03/07/2016 12:00:00 AM,09:20,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",16019603606304
160196086,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,02/18/2016 12:00:00 AM,08:00,SOUTHERN,UNFOUNDED,300 Block of SPEAR ST,-122.390234287293,37.7894032659904,"(37.7894032659904, -122.390234287293)",16019608609320
160194767,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,03/06/2016 12:00:00 AM,09:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",16019476706112
160194767,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,03/06/2016 12:00:00 AM,09:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",16019476709320
160194767,FRAUD,"CREDIT CARD, INCOMPLETE OR COUNTERFEIT",Sunday,03/06/2016 12:00:00 AM,09:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",16019476709330
160194773,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,03/04/2016 12:00:00 AM,10:30,CENTRAL,NONE,0 Block of DRUMM ST,-122.396421943768,37.7941447423704,"(37.7941447423704, -122.396421943768)",16019477328150
160196246,WARRANTS,WARRANT ARREST,Monday,03/07/2016 12:00:00 AM,11:18,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205552,37.7792122590085,"(37.7792122590085, -122.410939205552)",16019624663010
160196246,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,03/07/2016 12:00:00 AM,11:18,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205552,37.7792122590085,"(37.7792122590085, -122.410939205552)",16019624665015
160196252,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,03/07/2016 12:00:00 AM,06:47,MISSION,NONE,500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",16019625264020
160196280,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,03/04/2016 12:00:00 AM,22:00,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,-122.439065944959,37.7442774766877,"(37.7442774766877, -122.439065944959)",16019628006221
160196280,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,03/04/2016 12:00:00 AM,22:00,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,-122.439065944959,37.7442774766877,"(37.7442774766877, -122.439065944959)",16019628028160
160196393,OTHER OFFENSES,FALSE PERSONATION,Friday,03/04/2016 12:00:00 AM,00:01,MISSION,NONE,800 Block of DOUGLASS ST,-122.438366348683,37.7506292361835,"(37.7506292361835, -122.438366348683)",16019639309027
160196393,FRAUD,FRAUDULENT CREDIT APPLICATION,Friday,03/04/2016 12:00:00 AM,00:01,MISSION,NONE,800 Block of DOUGLASS ST,-122.438366348683,37.7506292361835,"(37.7506292361835, -122.438366348683)",16019639309340
160196490,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,03/06/2016 12:00:00 AM,17:54,INGLESIDE,"ARREST, BOOKED",1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,"(37.7121502932531, -122.417144802399)",16019649015200
160196490,ASSAULT,THREATS AGAINST LIFE,Sunday,03/06/2016 12:00:00 AM,17:54,INGLESIDE,"ARREST, BOOKED",1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,"(37.7121502932531, -122.417144802399)",16019649019057
160196597,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,03/07/2016 12:00:00 AM,14:00,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.408433097286,37.7967039278443,"(37.7967039278443, -122.408433097286)",16019659706113
160196713,MISSING PERSON,FOUND PERSON,Saturday,03/05/2016 12:00:00 AM,19:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",16019671375000
160196763,NON-CRIMINAL,COURTESY REPORT,Thursday,02/04/2016 12:00:00 AM,09:35,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.430826301881,37.7124349004423,"(37.7124349004423, -122.430826301881)",16019676368030
160196779,TRESPASS,TRESPASSING,Friday,02/05/2016 12:00:00 AM,00:01,NORTHERN,NONE,0 Block of OAK ST,-122.420182378054,37.7752692618812,"(37.7752692618812, -122.420182378054)",16019677927195
160081001,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,01/28/2016 12:00:00 AM,11:57,BAYVIEW,"ARREST, BOOKED",0 Block of CERES ST,-122.394387701957,37.7302365980257,"(37.7302365980257, -122.394387701957)",16008100165016
160081073,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,01/28/2016 12:00:00 AM,13:35,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",16008107365010
160196832,OTHER OFFENSES,PROBATION VIOLATION,Monday,03/07/2016 12:00:00 AM,15:24,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202,"(37.782556330202, -122.412249767634)",16019683226170
160196832,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,03/07/2016 12:00:00 AM,15:24,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202,"(37.782556330202, -122.412249767634)",16019683271024
160196848,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,03/07/2016 12:00:00 AM,14:55,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603879,37.7948030325182,"(37.7948030325182, -122.40021603879)",16019684864020
160196854,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/07/2016 12:00:00 AM,10:00,NORTHERN,NONE,CHESTNUT ST / VANNESS AV,-122.424733311866,37.8022789218117,"(37.8022789218117, -122.424733311866)",16019685407021
160196860,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,03/07/2016 12:00:00 AM,13:00,TARAVAL,"ARREST, BOOKED",3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",16019686006362
160196882,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,03/07/2016 12:00:00 AM,16:20,RICHMOND,NONE,300 Block of 22ND AV,-122.481655507117,37.7811713206417,"(37.7811713206417, -122.481655507117)",16019688251041
160196898,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,03/07/2016 12:00:00 AM,08:30,PARK,NONE,1100 Block of SCOTT ST,-122.437236101904,37.7803348745141,"(37.7803348745141, -122.437236101904)",16019689805023
160196901,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,03/07/2016 12:00:00 AM,14:44,INGLESIDE,NONE,100 Block of BREWSTER ST,-122.407051670732,37.7446021016987,"(37.7446021016987, -122.407051670732)",16019690161030
160606546,WARRANTS,WARRANT ARREST,Wednesday,07/27/2016 12:00:00 AM,21:03,SOUTHERN,"ARREST, BOOKED",300 Block of FOLSOM ST,-122.392976405511,37.7884089676788,"(37.7884089676788, -122.392976405511)",16060654663010
160197056,TRESPASS,TRESPASSING,Monday,03/07/2016 12:00:00 AM,15:38,NORTHERN,NONE,2500 Block of WEBSTER ST,-122.43311476518,37.7940333479544,"(37.7940333479544, -122.43311476518)",16019705627195
160197062,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/01/2016 12:00:00 AM,06:57,NORTHERN,NONE,1600 Block of JACKSON ST,-122.422253299565,37.7940917260344,"(37.7940917260344, -122.422253299565)",16019706207021
160197153,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,03/07/2016 12:00:00 AM,17:26,SOUTHERN,NONE,0 Block of PLUM ST,-122.418814746615,37.7709945336911,"(37.7709945336911, -122.418814746615)",16019715307055
160197181,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Monday,03/07/2016 12:00:00 AM,16:24,MISSION,"ARREST, BOOKED",3200 Block of 24TH ST,-122.417103574575,37.752265657695,"(37.752265657695, -122.417103574575)",16019718103024
160197181,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,03/07/2016 12:00:00 AM,16:24,MISSION,"ARREST, BOOKED",3200 Block of 24TH ST,-122.417103574575,37.752265657695,"(37.752265657695, -122.417103574575)",16019718106301
160197181,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,03/07/2016 12:00:00 AM,16:24,MISSION,"ARREST, BOOKED",3200 Block of 24TH ST,-122.417103574575,37.752265657695,"(37.752265657695, -122.417103574575)",16019718106372
160197181,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Monday,03/07/2016 12:00:00 AM,16:24,MISSION,"ARREST, BOOKED",3200 Block of 24TH ST,-122.417103574575,37.752265657695,"(37.752265657695, -122.417103574575)",16019718115041
160197197,NON-CRIMINAL,CASE CLOSURE,Sunday,03/06/2016 12:00:00 AM,23:00,MISSION,EXCEPTIONAL CLEARANCE,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194,"(37.7608878061194, -122.435002864298)",16019719775030
160197200,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,02/29/2016 12:00:00 AM,14:00,NORTHERN,NONE,3600 Block of BRODERICK ST,-122.445298264751,37.8039768539023,"(37.8039768539023, -122.445298264751)",16019720006304
160197216,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,03/06/2016 12:00:00 AM,23:00,PARK,NONE,1700 Block of MCALLISTER ST,-122.440879521853,37.7775321935218,"(37.7775321935218, -122.440879521853)",16019721607023
160197250,WARRANTS,WARRANT ARREST,Monday,03/07/2016 12:00:00 AM,17:42,BAYVIEW,"ARREST, BOOKED",1100 Block of GILMAN AV,-122.391002965046,37.7197891773069,"(37.7197891773069, -122.391002965046)",16019725063010
160589243,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,06/21/2016 12:00:00 AM,00:01,CENTRAL,NONE,1500 Block of SACRAMENTO ST,-122.418429189106,37.7918655075016,"(37.7918655075016, -122.418429189106)",16058924309320
160607889,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,07/28/2016 12:00:00 AM,10:00,PARK,NONE,6TH AV / LINCOLN WY,-122.46323498008,37.766054915009,"(37.766054915009, -122.46323498008)",16060788906244
160081562,MISSING PERSON,MISSING ADULT,Tuesday,01/26/2016 12:00:00 AM,20:30,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.7843944492068,"(37.7843944492068, -122.416916142188)",16008156274000
160081562,MISSING PERSON,FOUND PERSON,Tuesday,01/26/2016 12:00:00 AM,20:30,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.7843944492068,"(37.7843944492068, -122.416916142188)",16008156275000
160081578,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/27/2016 12:00:00 AM,19:01,TARAVAL,NONE,1300 Block of JUNIPERO SERRA BL,-122.471720962057,37.7140228183784,"(37.7140228183784, -122.471720962057)",16008157868020
160081590,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,01/28/2016 12:00:00 AM,16:00,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16008159062050
160195367,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,03/07/2016 12:00:00 AM,03:00,NORTHERN,"ARREST, BOOKED",200 Block of FELL ST,-122.421994722821,37.7761065450067,"(37.7761065450067, -122.421994722821)",16019536716652
160197266,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,03/06/2016 12:00:00 AM,20:30,INGLESIDE,NONE,29TH ST / NOE ST,-122.431099443676,37.7434318818796,"(37.7434318818796, -122.431099443676)",16019726607021
160197272,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,03/10/2016 12:00:00 AM,23:00,MISSION,"ARREST, BOOKED",19TH ST / CAPP ST,-122.41812008649,37.7603012340397,"(37.7603012340397, -122.41812008649)",16019727265010
160197294,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,03/07/2016 12:00:00 AM,17:22,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",16019729406363
160197307,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,03/07/2016 12:00:00 AM,17:45,MISSION,NONE,0 Block of SEWARD ST,-122.440441977289,37.758348259452,"(37.758348259452, -122.440441977289)",16019730728150
160197335,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/06/2016 12:00:00 AM,19:30,BAYVIEW,NONE,100 Block of GAVEN ST,-122.408664989364,37.7334192438628,"(37.7334192438628, -122.408664989364)",16019733507025
160589481,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,07/21/2016 12:00:00 AM,20:45,INGLESIDE,NONE,100 Block of DUBLIN ST,-122.426933015578,37.7177357884959,"(37.7177357884959, -122.426933015578)",16058948115200
160608100,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,07/28/2016 12:00:00 AM,13:24,BAYVIEW,"ARREST, BOOKED",3RD ST / MARIPOSA ST,-122.388854011336,37.7643228810013,"(37.7643228810013, -122.388854011336)",16060810065010
160195709,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,03/07/2016 12:00:00 AM,09:45,CENTRAL,NONE,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,"(37.7941169057941, -122.396556426173)",16019570909250
160195743,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,03/07/2016 12:00:00 AM,08:36,NORTHERN,NONE,POLK ST / CHESTNUT ST,-122.423090882965,37.8024897590924,"(37.8024897590924, -122.423090882965)",16019574364020
160195759,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Monday,03/07/2016 12:00:00 AM,09:57,INGLESIDE,NONE,VISITACION AV / SAWYER ST,-122.414371339423,37.7132468268485,"(37.7132468268485, -122.414371339423)",16019575904081
160197404,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,03/07/2016 12:00:00 AM,13:30,SOUTHERN,NONE,500 Block of MARKET ST,-122.400922955775,37.7897601819924,"(37.7897601819924, -122.400922955775)",16019740406313
160197404,NON-CRIMINAL,FOUND PROPERTY,Monday,03/07/2016 12:00:00 AM,13:30,SOUTHERN,NONE,500 Block of MARKET ST,-122.400922955775,37.7897601819924,"(37.7897601819924, -122.400922955775)",16019740472000
160197410,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,03/07/2016 12:00:00 AM,18:23,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.7857883766888,"(37.7857883766888, -122.412970537591)",16019741064020
160197426,NON-CRIMINAL,AIDED CASE,Monday,03/07/2016 12:00:00 AM,17:29,MISSION,NONE,3700 Block of CESAR CHAVEZ ST,-122.423641272382,37.7478479047579,"(37.7478479047579, -122.423641272382)",16019742651040
160197426,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,03/07/2016 12:00:00 AM,17:29,MISSION,NONE,3700 Block of CESAR CHAVEZ ST,-122.423641272382,37.7478479047579,"(37.7478479047579, -122.423641272382)",16019742661030
160197448,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Monday,03/07/2016 12:00:00 AM,19:01,PARK,"ARREST, BOOKED",200 Block of SHRADER ST,-122.452460550389,37.772647606317,"(37.772647606317, -122.452460550389)",16019744809215
160197476,NON-CRIMINAL,CASE CLOSURE,Saturday,03/05/2016 12:00:00 AM,18:31,SOUTHERN,UNFOUNDED,900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",16019747675030
160197498,ASSAULT,BATTERY,Monday,03/07/2016 12:00:00 AM,19:29,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",16019749804134
160081744,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/24/2016 12:00:00 AM,18:00,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",16008174462050
160081744,MISSING PERSON,MISSING ADULT,Sunday,01/24/2016 12:00:00 AM,18:00,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",16008174474000
160081744,MISSING PERSON,FOUND PERSON,Sunday,01/24/2016 12:00:00 AM,18:00,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",16008174475000
160081750,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,01/28/2016 12:00:00 AM,16:41,INGLESIDE,NONE,200 Block of LAIDLEY ST,-122.427951236033,37.7381718902343,"(37.7381718902343, -122.427951236033)",16008175010125
160081788,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,01/28/2016 12:00:00 AM,11:22,CENTRAL,NONE,300 Block of POWELL ST,-122.408384275542,37.7878271137225,"(37.7878271137225, -122.408384275542)",16008178806363
160081794,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/27/2016 12:00:00 AM,19:03,CENTRAL,NONE,300 Block of POWELL ST,-122.408384275542,37.7878271137225,"(37.7878271137225, -122.408384275542)",16008179406363
160081976,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/28/2016 12:00:00 AM,08:00,NORTHERN,NONE,0 Block of PETERYORKE WY,-122.424012161493,37.7859230439398,"(37.7859230439398, -122.424012161493)",16008197607025
160197517,MISSING PERSON,FOUND PERSON,Monday,03/07/2016 12:00:00 AM,00:01,BAYVIEW,NONE,0 Block of CAMERON WY,-122.385954407763,37.7201934104437,"(37.7201934104437, -122.385954407763)",16019751775000
160197523,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,03/06/2016 12:00:00 AM,18:00,PARK,NONE,0 Block of CLAYTON ST,-122.449679065292,37.7749071731961,"(37.7749071731961, -122.449679065292)",16019752305083
160197705,ASSAULT,FALSE IMPRISONMENT,Monday,03/07/2016 12:00:00 AM,20:05,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,"(37.7429970144076, -122.421644478447)",16019770504170
160197705,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,03/07/2016 12:00:00 AM,20:05,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,"(37.7429970144076, -122.421644478447)",16019770528160
160197711,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Monday,03/07/2016 12:00:00 AM,20:45,CENTRAL,"ARREST, BOOKED",800 Block of THE EMBARCADERONORTH ST,-122.40038746482,37.8025735991651,"(37.8025735991651, -122.40038746482)",16019771107100
160197711,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,03/07/2016 12:00:00 AM,20:45,CENTRAL,"ARREST, BOOKED",800 Block of THE EMBARCADERONORTH ST,-122.40038746482,37.8025735991651,"(37.8025735991651, -122.40038746482)",16019771111012
160197733,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,03/07/2016 12:00:00 AM,21:00,SOUTHERN,NONE,100 Block of 9TH ST,-122.413896579251,37.7756575377044,"(37.7756575377044, -122.413896579251)",16019773328160
160197733,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,03/07/2016 12:00:00 AM,21:00,SOUTHERN,NONE,100 Block of 9TH ST,-122.413896579251,37.7756575377044,"(37.7756575377044, -122.413896579251)",16019773364085
160197749,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,03/07/2016 12:00:00 AM,21:40,MISSION,"ARREST, BOOKED",23RD ST / MISSION ST,-122.418596727459,37.7538382048501,"(37.7538382048501, -122.418596727459)",16019774905014
160610086,TRESPASS,LOITERING WITHOUT LAWFUL BUSINESS WITH OWNER OR OCCUPANT,Friday,07/29/2016 12:00:00 AM,07:36,RICHMOND,"ARREST, BOOKED",2600 Block of JACKSON ST,-122.438693486018,37.792000688606,"(37.792000688606, -122.438693486018)",16061008627198
160197852,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,03/07/2016 12:00:00 AM,21:00,PARK,NONE,300 Block of DIVISADERO ST,-122.437446773425,37.7726629315652,"(37.7726629315652, -122.437446773425)",16019785206244
160197868,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,03/07/2016 12:00:00 AM,22:37,MISSION,"ARREST, BOOKED",19TH ST / CAPP ST,-122.41812008649,37.7603012340397,"(37.7603012340397, -122.41812008649)",16019786865015
160197874,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,03/06/2016 12:00:00 AM,14:30,CENTRAL,NONE,900 Block of CALIFORNIA ST,-122.409999361883,37.79188233556,"(37.79188233556, -122.409999361883)",16019787416650
160197874,NON-CRIMINAL,FOUND PROPERTY,Sunday,03/06/2016 12:00:00 AM,14:30,CENTRAL,NONE,900 Block of CALIFORNIA ST,-122.409999361883,37.79188233556,"(37.79188233556, -122.409999361883)",16019787472000
